InspectionID,ReviewText
24328,"nao entregam produto eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano, me enviaram embalagem com nota nao sei se e e verdadeira ,o produto nao veio e paguei a vista no dinheiro."
24338,Faltou indicar que seria ideal comprar o kit com a bomba para inflar o produto.
24340,Boa
24344,Muito bom  O produto chegou antes da data marcada 👏👏
24372,"comprei dois relógios e recebi apenas um, como devo proceder"
24375,pedi três cactineas e chegou tres canela de velh
24376,"arrependimento Solicitei o cancelamento antes da entrega, quero exercer meu direito de arrependimento, devolver o produto e receber meu dinheiro de volta. O site da stark dificulta o processo e não SAC"
24377,"Falta de comprometimento Como está especificado no pedido, solicitei o cadeira branca com lilás e recebo uma nota fiscal com a cadeira branca com roxa, é o produto branco com roxo, então a minha escolha não valeu de nada...."
24384,"Não recebi o produto Não recebi o produto, o site poderia mostrar onde o produto está."
24396,Entregaram somente uma un Entre somente uma unidade do spray quando foi comprado é pago duas unidades. Na nota fiscal constam duas unidades. Preciso ser ressarcido do valor referente a 1 unidade do spray.
24408,Estou no aguardo a entrega deste produto
24410,"Eu comprei o produto no mês de Outubro com a intenção de deixa lo instalado antes de eu viajar. Já viagei, retornei e até hoje não recebi o produto."
24417,Estou aguardando há semanas e até hj nada
24426,"paguei o produto e até agora não recebi, vou procurar meus direitos junto ao PROCON."
24427,"Me chateou pois a lancheira que comprei não tinha... pediram pra escolher outro modelo ,escolhi só que a que mandaram já foi outro modelo..... minha filha gostou mais não fiquei totalmente satisfeita."
24434,"É um cavelete bem prático, mas o acabamento deixa a desejar."
24440,"Não recebi o produto Ainda, mas aguardo receber até sexta feira. A previsão de entrega era dia 20."
24443,Ate o momento nao recebi meu produto
24450,Ainda não recebi. Estou aguardando a entrega do produto ou o cancelamento da compra.
24462,Não recebi o produto!
24463,entao segundo produto que atrasa pra chegar esse ia chegar 5/04 ainda nada de chegar
24467,O pedido não foi entregue
24469,O prazo era até dia 23/03 e até o momento não recebi. Quero saber o que está acontecendo.
24471,O creme estava derramando. Sensação de produto velho.
24480,Demorou n veio a cor q escolhi e comprei um sofá caro e já faz mas se 1 mês e nada de entregar muito insatisfeita e fiz o cartão pelo site no nome de meu marido Cyro Dias Braga entao fiz polishop
24486,"Só chegou 1 dos dois produtos comprados

No caso chegou o BCAA e falta o hemo rage black"
24488,Estou tentando trocar meu produto. Pedi um waterpik 220 volts e me entregaram na voltagem 110.Para vender é fácil mas para trocar vc não consegue falar com ninguém.
24490,Não recebi o produto no prazo previsto
24496,"O produto veio com o Lula molusco com a cabeça quebrada e não veio as rochas, apenas a casa do personagem citado está em bom estado, gostaria de trocar ou reembolso!"
24502,produto nao chegou
24503,Não veio oprotetor de escapamento!!
24507,O tapete veio na cor errada. Pedi o cancelamento e nada até agora.
24511,Produto otimo so demorou chegar...
24515,o produto chegou quebrado. estou aguardando contato da loja.
24520,"Comprei 03 jogos, só foi enviado 01"
24528,Ainda não recebi o produto
24530,Não recebi meu produto e nem obtive ate o momento explicação para o atraso.
24546,O produto demorou muito para chegar.... além disso as imagens na internet não deixam claro como é o produto real.....fora o frete que é muito caro.
24548,O tempo de entrega das lannister chega a ser 40 dias depois do pedido
24549,comprei um lençol de solteiro e a loja me enviou um lençol de casal. Solicito a troca
24552,"Produto não entregue no prazo, ainda aguardando sem conseguir rastrear localização exata do produto, muito ruim o retorno ao cliente"
24560,Não tem opinião pois o meu produto não chegou até hoje marcado pra chegar até o dia 27 de setembro
24567,Não recebi o produto ainda
24573,Veio antes ótimo
24593,"Não recebi o produto, nem deixaram documento comprovando a tentativa de entrega. Estive sem tempo pra resolver e agora pergunto: como devo proceder???"
24600,"Não gostei da qualidade do produto, pelo preço deveria ter mais qualidade, Lojas lannister entregou antes do prazo."
24609,Produto com defeito
24613,"o produto chegou incompleto! 
Não consigo contato nem com a lojas lannister nem com o telefone que veio na nota.
Gostaria de resolver isso o mais rápido possível!"
24628,"Isso deve ser piada, não recebi o produto e ainda tenho que responder essa avaliação."
24644,Demorou a entrega..
24647,Não foi entregue no tento estipulado e o codigo de rastreio está totalmente desatualizado.
24653,Comprei 2 produtos uma botox é um creme de hidratacao .o creme de hidratação veio mechido tiraram uma boa contidade de creme.a botox veio dereita.
24661,"Alem do prazo de entrega bem extenso a mercadoria ainda encontra-se retida, sem atualização, completando hoje exatamente 30 dias que comprei a mercadoria."
24675,Descumprimento de entrega em produto alimentício
24676,"Por fora é linda, mas não fecha direito"
24683,Nap recebi o prodito ate hoje
24686,"a capa veio de cor diferente da que eu pedi, e a película não é de vidro, e ainda por cima está torta"
24694,O produto levou quase um mês para chegar. Comprei a cortina para receber amigos em casa com três semanas de antecedência e não deu tempo de estar com o produto instalado. Deveria ter comprado na loja.
24700,"Recomendaria a loja por outros produtos que adquiri, mas por este produto não. É DE PÉSSIMA QUALIDADE. A franja fica molhada. Não tem como usar. Como faço para devolver"
24711,"Não recomendo Recebi a caixa lacrada, mas a caixa do relógio estava vazia. Procurei um site de confiança para comprar meu relógio e acabei recebendo uma caixa vazia. Isso é um absurdo."
24713,Gostei
24721,"Produto chegou antes do prazo final,veio bem embalado sem problema com a entrega ou com os produtos.compraria novamente"
24724,"Produto de péssima qualidade. Já chegou com a tampa desaparusada devido a péssima qualidade da madeira.
Vieram 4 pés para serem aparafusados sem nenhuma indicação ou manual.
Muito ruim"
24733,Não recebi meus produtos no prazo estabelecido. Não consegui rastreá-los pela transportadora . Ainda Estou aguardando o envio do produto.
24735,Não recebi produto algum! Depois que as cosias se resolverem e as minhas tesouras chegarem eu posso dar uma boa avaliação!
24737,Não gostei
24751,O produto demorou muito para chegar em minha residência.
24755,"Péssimo atendimento O produto demorou aproximadamente 50 dias para ser entregue. Além disso eles me enviaram um produto de outro modelo, totalmente divergente ao anunciado. FUJAM da parceira targaryen."
24762,Como resolver esta situação q o produto ainda não foi entregue?
24765,"Mesmo recomendando, o produto demorou muito a chegar."
24766,"Produto Avariado! Produto veio avariado/quebrado, nao me deram bola, pois nao reclamei em 7 dias..."
24773,"apesar de entregue no prazo demorou bastante. o tampo de madeira foi mal embalado e as pontas ficaram danificadas, saindo um pouco da tinta dessas extremidades. a tampa fica solta sobre os cavaletes,"
24778,Péssimo atendimento. A mascara era para chegar dia 24 de agosto de 2018 e até agora nada. Mandei um e-mail e me pediram 48 horas para uma resposta. O tempo de entrega já é longo e ainda atrasa. Descaso total.
24780,O pedido foi entregue parcial e o vendedor não entrou em contato comigo. Estou aguardando resposta da pág seguro
24781,A criança já está se formando e o produto ainda não chegou
24787,"Cuidado! Propag enganosa! Essa empresa fez uma promoção, descontou do meu cartao e depois não tinha o produto para enviar! Seu não fosse atras não saberia de nada...
Sai muito prejudicado nessa história!
Tenham cuidado!!!!"
24801,"Relógio veio sem bateria (o que não é normal da marca), levei no relojeiro e o PROFISSIONAL afirmou com toda certeza de que o produto é falso e de segunda linha sendo que comprei como produto original"
24802,"Informação Conflitante ,queria comprar Fone De Ouvido Headphone Sem Fio de um valor superior porem o vendedor não entregava na minha cidade,de um valor menor vendeu e entregou .Como assim?"
24805,Entregou dentro do prazo mas poderia ter entregue muito antes com tranquilidade e ainda entregou tudo errado comprei um cavalinho e mandaram um urso horrível!
24812,"O único problema é o envio pelos correios, pois temos que ir ao centro de distribuição pegar a encomenda. A venda e entrega foi feita por empresa parceira."
24813,Muita demora para entrega de uma simples panela
24820,Não recebi o kit bercinho
24827,Quero que resolvam o meu problema!!!
24834,Não recebi
24840,Comprei 02 cabos hdmi 4k 2.0 de 3m e somente foi energia 01. Porém na compra foram pagos 2 cabos e a nota fiscal contam 02 produtos tbm.
24845,como vou recomendar se não recebi meu produto.
24854,Tive que buscar nos correios e paguei um frete caro.
24861,Eu comprei duas unidades e recebi uma unidade.
24867,Mm Não sei pq a venda foi dividida em duas partes. Não gostei. A parte que coube às L Ameicanas não foi cumprida.
24873,Não recebi ainda o produto mas estou aguardando. Aguardo também um feedback da targaryen e lannister por onde efetuei a compra.
24876,"nao recebi meu produto ,gostaria de q me reenviace os produtos"
24878,O tipo de entrega (pac) é muito demorado.
24882,"Produto inferior  Produto bem inferior as imagens, a grama veio toda desfiada e soltando as fibras !!!
Só não devolvi pelo urgência em usar."
24884,"Nao recomendo mais Sempre comprei nas lojas lannister, mas desta vez meu produto veio faltando um. E quando ligo não atende, è só atravez de mensagem. E COM ISSO ESTOU AGUARDANDO E NÃO POSSO USO DO MEDICAMENTO. Que pre"
24907,"Recebi o produto, porém o mesmo veio com o encosto do braço quebrado.
Sugiro à loja que acondicione melhor os seus produtos, uma vez que veio embalado em um papel fino comum."
24909,Não recebi os dois controles. O que houve?!?
24911,"PRODUTO IMCOPLETO  eu comprei um kit + acessorio so recebi uma central e um controle

veja o que tinha na distrição da compra é veja o que falto
4 Sensores Magnético Xas 4000 1 Sirene Para Central De Alarme 1 Bateria"
24914,Até agora nada do produto ser entregue. O que eu devo fazer ?
24921,entrega Rapida
24933,"recmento não o produto não fiquei satisfeita com a qualidade do produto, a panela vaza muito vapor e agua durante o cozimento."
24940,"Bom dia. Comprei cinco itens e recebi três, Xbox Entregue, dois jogos Entregue, um carregador Entregue. Falta um controle do xbox e uma capa. Estou esperando PACIENTEMENTE."
24945,"Produto solto dentro de uma caixa de papelão sem nenhum tipo de enchimento amortecedor ou protetor. Felizmente não sofreu danos, mas deixou a desejar no aspecto embalagem."
24950,1 Só achei grande este modelo de carteira.
24956,"Sempre compro nunca tive problema. As camisas compradas, recebidas e devolvidas foram três maquinetada. Estou no momento escolhendo outras para usar o Vale."
24964,"Fiz o pedido e decidi cancelar em seguida devido aos comentários. Recebi um e-mail da lannister confirmando o cancelamento, porem a empresa continuou com o processo de envio."
24967,Não chegou Nunca chegou o produto
24968,Uma merda  Eu comprei uma almofada pra neném toma banho paguei 100 agora chega uma nota fiscal de 75 reais quero sabe quem vai me devolver minha grana pois com americana vc não sabe onde reclama lixo de loja
24971,"em dúvida Aguardo o desfecho do caso, para avaliações"
24972,"Sinplesmente não atualizaram a pagina e eu comprei uma coisa que nunca iria chegar e esperei 10 dias a toa , loja horrível!"
24973,Entrega incompleta Comprei 2 itens...uma rede de dormir e mesa com 2 cadeiras infantis .Só recebi a rede.
24979,Eu nao recebi meu produto. Ninguem me informa o que fazer. Já liguei e mandei email.
24982,Falta confiabilidade Não confiavel
24988,"Produto com defeito O produto veio com defeito e não foi possível trocar, pois não havia como repor."
24990,"Não tenho informações nenhuma do meu pedido, se vou recebe-lo ou o problema que aconteceu. Não consigo contato para essas devidas informações."
24992,Produto não entregue  Já passou há muito tempo do prazo estipulado e ainda não recebi o produto
25016,Péssima Paguei por 2 unidades do produto e só recebi uma.
25017,Troca de produto. Preciso trocar os copos pois vieram errados. O produto que eu pedi foram 2 copos do liquidificador Philips Walesa código RI 2044 na cor PRETA e vieram outros.
25029,produto errado Não entregou o produto correto
25032,Tamanho menor que pensava.
25034,"Não recebi,e também NÃO CANCELEI,ASSIM COMO APARECEU NO STATUS...EU QUERO O MEU PRODUTO,POR FAVOR ENVIAR O MEU PRODUTO."
25040,Meu pedido foi cactinea 500mg original e não foi o que recebi...
25047,O detector esta com defeito solicito uma troca
25050,"insatisfeita Não considero que recebi o produto exatamente como imaginei, pois na imagem ilustrativa constava uma capa para a garrafa térmica, a qual não acompanhou o produto, não comprei em outra loja mais barata"
25060,O produto deveria ter sido entregue até 21/3 não chegou. Hj é dia 23/3 e até agora não tenho previsão alguma de entrega. Quero retorno sobre como ficará a situação!!!
25072,0 Nao recebi o produto
25079,Comprei dois cobertores e recebi apenas um
25087,Não Recomendado Prazo de entrega não cumprido.
25090,Difícil de montar
25097,"A EMPRESA ENVIOU DOIS (2) NUMEROS DE SEDEX E ALERTOU QUE DEVERIA RECEBER OS DOIS. RECEBI O PRIMEIRO COM UMA CAIXA VAZIA COM UM BILHETE ESCRITO A MAO.
O SEDEX INFORMA QUE NAO RECEBEU OUTRA MERCADORIA."
25106,Gostei foi rápido e eu já recomendei p meus amigo
25115,"O modelo funciona perfeitamente, porém o modelo pedido era outro"
25116,Ainda nao recebi o produt Ainda nao recebi o banquinho. Quanto aos cobertores. Tudo perfeito.
25131,O produto não corresponde às descrições de tamanho e peso contidas no site. É bem menor e muito mais leve.
25141,bom Até antes desta compra foi correta
25144,Super boa
25153,Consta que foi entregue mas não recebi
25155,Não recomendo Não recomendo porque recebi o produto incorreto.
25172,"Produto inferior Sempre compro no site e vem com material bom mas esse veio mto ruim, parece lençol de tão fino, a estampa veio conforme a foto mas o material deixou a desejar, comprei 2 ainda pensando que fosse bom ."
25173,"Recebi, antes do prazo de entrega. Porém no mesmo dia que recebi o produto e quebrou ao utilizar em um balão de soco. Inadmissível, o produto é para defesa pessoal, e não pode quebrar. Já mandei foto"
25178,ainda não entregou simplesmente não entregaram e sequer deram alguma satisfação
25188,Cade o produto que comprei?
25193,"Valor do produto no site $175,00 mais frete de 12,73.....emitiram nota fiscal no valor de $ 137,00....inferior ao valor do site...por que?"
25195,"Ainda não recebi o produto, esta bem atrasado, nao recebi nenhuma satisfação ainda."
25198,Anunciam um produto de uma marca entregam de outra inclusive não me deram uma resposta sobre o outro produto que comprei trata-se de uma fonte para Xbox 360 no anúncio original chegou um similar e ai?
25204,Produto veio com defeito no motor do relógio.
25208,"Agora, acho que as lannister deve supervisionar melhor seus parceiros, para que não aja contradição entre os parceiros. Neste caso primeiro disseram que houve um erro sobre o envio,mas chegou a tempo"
25214,"Absurdo! Disseram que estava a caminho e de repente aparece ""indisponível "" e ninguém entra em contato para devolução do meu dinheiro. Favor verificar o mais rápido possível, ou procuro PROCOM"
25226,"Recebi parte dos ítens comprados, apenas 3 unidades do kit na cor pérola faltaram as 2 unidades do kit na cor preta."
25240,O produto parece ser outro pela foto
25248,"O Kit comprado era composto por 7 peças, mas apenas 6 foram entregues"
25253,Recebi apenas um produto  Faltou o produto coberdron de solteiro.
25261,"Não recebi meu produto  Empresas que trabalham com correios tem um grande descaso com seus clientes, pois esta ""transportadora"" não tem respeito com ninguém."
25267,Não recebi meu pedido!
25273,Demora muito e eles não dão satisfação pelo motivo do atraso
25276,"O prazo para entrega é muito grande, ainda não recebi o produto, estou rastreando e estou aguardando chegar em uma agência para eu retirar, solicito uma ajuda junto aos correios sobre o caso. Obg."
25281,"A entrega ocorreu até mesmo antes do prazo, nota 100, porém o produto (aparelho) veio com o adesivo das medidas descolado, achei bem sensível esse produto pelo valor pago."
25287,Produto bom
25295,"produto não recebido Boa tarde

Recebi o tapete de eva e não recebi o boneco authentic games.

Como faço??"
25299,"Primeira vez que faço compra com eles , comprei um cartucho dá marca Canon e eles me enviaram o compatível .Resultado não funcionou na minha impressora"
25301,e bonita mas pensei que foce melhor
25303,GOSTEI MUITO...
25319,Está faltando uma cortina e a azul não veio igual da imagem..irei abrir uma reclamação junto ao reclame aqui
25320,"Bom Gostei, chegou bem rapido"
25323,Recebi o filtro todo quebrado
25326,"Gostei do tapete e bem bonito muito parecido com a foto.
Compraria novamente nesta loja"
25347,"O produto não chegou até mim, quero cancelar e aguardo o estorno."
25348,"Eu fiz o pedido de duas Bíblias na cor azul, mas recebi na cor preto.
Quero trocar ao menos uma pela cor certa (azul).

Att."
25354,"bom muito corretos, mas a minha escilha pelo produto foi errada"
25357,"O produto veio com defeito, relógio soltando o fundo. A própria pulseira do relógio o fazia soltar"
25361,"as cores não corresponde comprei o produto pela cor ilustrada pelo site da loja americana, no site mostra ser preto http://prntscr.com/jkx7hr quando o produto chegou aqui veio todos com a mesma cor, tabaco http://prntscr.com/"
25370,Recebi uma das duas cadeiras compradas. Estou no aguardo de retorno e até o momento nada!
25381,"Dos dois produtos listados como entregue , o único que veio foi a necessarie. O colar não chegou até o presente momento ."
25387,cancelei a minha compra no mesmo dia e mesmo assim me enviaram o Produto. quero fazer a devolução
25398,Ainda não recebi o produto e nem fui comunicada a respeito do motivo do ocorrido. Qual a posição da lannister?
25406,Ok
25420,"A mercadoria ainda não chegou um absurdo, eu fiz uma compra no mercado livre saindo de são paulo mesmo lugar desse parceiro de vocês e a minha encomenda já chegou pelo pac e a de vocês nada."
25422,"Comprei um Toner CF 360X HP 508X PRETO ORIGINAL de ALTO RENDIMENTO, porém me entregaram um Toner CF360A HP 508A PRETO de BAIXO RENDIMENTO, e ainda fui testar o toner e esta com defeito."
25427,"Bom A impressora acusa como cartuchos falsificados, mas a impressão está normal.Não sei se realmente são originais."
25438,Comprei 2 unidades e recebi apenas 1 unidade!!
25446,Disseram q o produto tinha em estoque e depois da compra não tinha mais o produto. O que acarretou transtorno e um enorme incômodo para mim.
25457,"Diferentemente das Lojas lannister, essa empresa, mesmo entregando exatamente no dia estipulado, demora na entrega."
25458,Ainda não chegou o que faço
25464,produto amassado
25471,"Ainda estou aguardando a entrega do produto que solicitei, sendo que já excedeu o prazo previsto para entrega. Estou muito insatisfeito."
25475,Não recebi até agora o produto.J Á MANDEI DOIS EMAILS SOLICITANDO INFORMAÇÃO E NÃO ME RESPOSDERAM NADA.
25482,Estou ainda aguardando o produto que estava previsto para ser entregue no dia 22/08/2017 e hoje dia 24/08/2017 não chegou ainda até o presente momento.
25485,produto estragado. liguei na central de vcs e não obtive o retorno
25493,Recebi produto com defeit Recebi o produto com defeito! Como proceder para devolver? Aguardo orientação.
25496,Envia p Ag.Correio não avisa e vence dt d retirada e pago frete? Ñ é área d risco Marica.Perdeu o cliente (1 pedido) .Após 30 dias avisam q não receberei a compra (2 pedido)
25499,"Liguei para a stark na sexta dia 23, aonde foi informado que chegaria na segunda 26. Porém não chegou. Na ligação argumentou que seria devido a greve dos Correios, porém garantiu que chegava"
25510,Até agora não recebi o produto
25535,Não compre
25545,"O problema esta na incompetência dos correios. Já foi uma das melhores empresas dos Brasil, na opinião dos usuários, hoje esta falida e com uma péssima prestação de serviços."
25547,"Não recomendo, O material chegou usado, somente com o pistão, assento, encosto e os pés. Faltarram os parafusos, o suporte que sustenta o encosto e o manual de instalação, Devido aos fatos, quero trocar a cadeira."
25550,O produto é bom O produto é bom só que o valor do frete é muito caro não recomendo.
25552,Não compraria novamente e nem recomendo a ninguém. Comprei o baú considerando a previsão de entrega antes do Natal e até a presente data não recebi o pedido.
25553,"A compra feita foi de 2 estantes, uma azul e outra verde.
Recebi apenas a estante azul. Está faltando a entrega da segunda estante"
25558,"Incompatível 2 cartuchos, Black e azul."
25575,Entrega ótima. Produto ruim.
25581,Demorou muito a entrega
25582,aguardando a resolução do incidente pois ainda não recebi o produto...
25591,Não é bom.o material
25592,estou aguardando o produto
25608,Produto totalmente diferente do da foto não gostei pois falava que era corta luz plástico super fino
25614,"Não recebi um dos livros No envelope só tinha um dos livros, embora a nota fiscal listasse os dois livros comprados. Ainda não recebi posicionamento a respeito do meu questionamento."
25624,"O produto veio com o bocal desfiados em algumas partes, solicito a troca por outro"
25625,"Insatisfaçao Não recebi todos os produtos adquiridos, faltaram o carrinho e o bebê conforto. Recebi apenas a base/assento.

Aguardo esclarecimentos"
25630,comprei dois produtos há mais de um mês e não recebi nenhum
25636,Nenhuma Não recebi meu produto ainda!!! Não tem como avaliar
25644,porém o produto deu defeito e esta sendo encaminhado para a autorizada
25647,base de acrilico veio trincada e tem vazamento envolta da torneira
25653,Comprei 4 aparelhos e só chegaram 2. Cadê os outros ?
25655,"Comprei 2 produtos e recebi 1 caixa com a nota fiscal dos 2 produtos, porém com apenas 1 produto, o mais barato. Mandei email para a loja responsável, mas não obtive resposta..."
25657,Não recebi o produto até o momento.Estou insatisfeita.
25667,"Produto falsificado  Comprei esperando um produto original e com selo do inmetro. Recebi 3 bonecos que são claramente falsificados, com embalagens amassadas e sem selo do Inmetro."
25673,Não recebi o produto. Uma vergonha comprar um produto e não o receber.
25674,"A Josiane , funcionária da lannister .com merece todo meu respeito pela prestesa e correção no comportamento ético e profissional."
25687,"Ate o momento não recebi a minha compra, e esta constando no rastreamento que foi entregue"
25696,Bom dia!estou insatisfeita com a demora
25700,"PIOR COMPRA Além de demorar, não chegou."
25710,Comprei o produto anunciado e me entregaram outro. Aguardando correção por parte da loja.
25716,"Desorganização, produto veio errado."
25721,Fiquei muito satisfeito com a qualidade e os acabamentos do colar. Só não dei 5 estrelas pois no anuncio falava que a cor do produto era PRATA e chegou para mm GRAFITE.
25727,"Produto errado Apesar de falar que o cooler era compativel com o meu purificador na descricao do anuncio, NAO É.

Tive que devolver. Ou seja, esperei a toa."
25730,Na foto a almofada parecia de melhor qualidade.
25744,A loja me ligou informando que a transportadora está com dificuldades para finalizar a entrega.
25747,"Ótima entrega antes do prazo ,mas a garantia estendida não veio
E os meus dados estão incorretos"
25754,Não tinha rastreamento e o produto veio desmontado é não tinha manual!
25756,Quero receber
25761,"o produto ainda não chegou, já passou do prazo de entrega"
25762,Foi entregue com atraso mas do correio não dá loja
25768,produto não entregue por erro da loja
25782,Só Chegou um produto
25787,Chegou meu produto fui verificar o suporte de tv faltou o aste de ajuste da TV
25790,Ainda não consegui receber o produto em minha casa.
25794,"Depois de muito tempo de espera mandaram o produto para uma agência dos correios que nem sei onde fica. Fui pesquisar e é bem longe! Não achei justo ir até lá, pois paguei o frete pra receber em casa!"
25795,Péssima qualidade! A capa mais parece um grande saco de lixo do que uma capa para carros! Horrível e péssima qualidade! Não recomendo!
25802,gosteis muito do produto
25805,"RUIM Não recebemos as notas dos produtos, como isso é possivel, é gravíssimo transporte sem nota fiscal, o cliente fica sem garantias, no site do stark não é possível imprimir, preciso das notas."
25812,"Meu primeiro pedido e veio faltando 1 item, que recebi depois de 1 semana. Compro em outros sites e achei o frete de vcs caro. Posso recomendar loja, mas vou pensar melhor antes de fazer outra compra"
25822,Produto não condiz  Produto pequeno demais
25826,"loja desorganizada Comprei o papel de parede e após confirmação de envio, recebi um telefonema dizendo que não tinha mais o produto e que fariam um estorno do valor. Após 10 dias recebi o produto correto pelos correios."
25829,Ainda não recabi
25833,"Talvez devido a greve dos caminhoneiros, ate agora nao recebi o produto."
25834,"Poderiam ter a opção de frete por sedex ou transportadora, para agilizar a entrega."
25847,"Preciso da cadeira com urgência, pessoa com deficiência ."
25854,"Ainda estou esperando Preciso da cadeira, comprei e já faz mais de um mês nada da entrega!!!"
25857,Não recomendo Produto de baixa qualidade.
25864,Oieee Boa tarde recebi um produto que não pedi acho que veio por engano por favor veja como devo proceder com a troca o quanto anteriormente produto que deveria vim seria uma taça de sobremesa chamada
25873,Bonito
25876,Não recebi o produto e ninguém me da uma posição do q vai ser feito muito triste
25877,Quero o meu produto
25880,O produto chegou quebrado.
25882,Produto chegou com um pequeno defeito.
25885,Comprei bem adiantado pois era o presente de aniversário do meu sobrinho e não chegou a loja entreou em contato apenas 1 vez e não me respondeu mais.
25898,Nao recebi o produto Espero ainda receber o produto🙏🏻
25906,"O produto não é tão macio, é bem fino mais muito bonito"
25907,"Só acuso o recebimento de uma cadeira, sendo que eu comprei duas"
25919,"Não recomendo. Achei muito fino o tecido a costura e muito simples, sei lá parece feito em casa, a almofada que veio estava com uma linha grande no acabamento, tive que cortar. Não gostei."
25920,Bom Recebi o jogo bege o vermelho ainda nao
25926,"Comprei uma cinta e enviaram uma touca, solicito a devolução"
25933,N sei o q houve mas n rwcebi o peoduto ainda
25946,SÓ NÃO GOSTEI PORQUE O PRODUTO NÃO VEIO EM NENHUMA CAIXA APENAS COM UM SAQUINHO. E COMO COMPREI PARA REVENDER SEM UMA EMBALAGEM ESPECIFICA FICA UM POUCO DESVALORIZADO.
25956,"Fiz uma compra de dois produtos, um relógio no valor de 175,00 e outro no valor de 270,00 no entanto recebi um produto com valor menor q o q foi pago e o outro no valor de 270,00 não recebi"
25963,"Demorou muito para o produto ser postado para entrega, e depois demorou ainda mais pra chegar."
25965,Recebi apenas 1 Comprei 2 e recebi apenas 1 unidade do produto. Não veio nenhum comunicado ou justificativa. Aguardo regularização da situação.
25968,"Jeane Jesus da Silva  Eu gostei muito do produto e estou satisfeita,muito obrigado."
25976,Produto bem inferior  Muito inferior este produto Não gostei
25988,"Comprei 02 recebi 01 lona Comprei 02 produtos (lonas para esteiras LX 150 da MOVEMENT) faturados no meu cartão de crédito e apenas 01 chegou na minha residência.
Tenho a nota fiscal. Se quiser envio."
25998,"Não recebi o produto ainda, sabem que o correios é uma porcaria e insistem em fazer esse tipo de envio????"
26010,Encomendei um modelo de capa e me entregaram outro. Totalmente insatisfeita. Isso é a primeira vez que acontece com uma compra minha.
26012,"RECEBI SOMENTE O KIT COLCHA, MAS A CORTINA NAO RECEBI."
26019,Comprei o produto mas não me foi entregue nada até o momento
26027,"O produto veio avariado.
Não foi devolvido na hora pq o entregador não pôde esperar a conferência do mesmo. Abri a caixa e retirar o plástico bolha, o equipamento está quebrado sem condições de uso."
26030,"voltagem errada No anúncio não informa a voltagem do produto,"
26039,"Fiz o pedido de dois halteres e me foi entregue somente um.A nota veio marcado dois ,mas só foi entregue um."
26052,"Me entregaram faltando um pote, insatisfação"
26058,"Ainda não usei o produto, chegou lacrado, só espero que seja original."
26070,Ainda NAO recebi o produt O Produto não chegou.
26074,"RECEBI APENAS A METADE DOS PRODUTOS, ESTOUNO AGUARDO DO RETORNO ATÉ AGORA! JÁ TENTEI CONTATO ATÉ O MOMENTO SEM SUCESSO, NINGUÉM ATENDE NOS TELEFONES REFERIDOS!! FALTA DE RESPEITO!! ABUSO"
26082,"Por favor, mudem as especificações do produto. No anuncio existe um comentário de que a mochila aberta fica com 64cm. Não fica! Isso é propaganda enganosa. Comprei pensando nessa medida e me dei mal."
26083,"Faltando produto Veio faltando produto
Comprei 2 cortinas e só veio 1
Quando resolver o problema mudo minha avaliação."
26089,Mesmo que o prazo tenha sido indicado na hora da compra acho muuuuuuuito demorado quase um mês pra entregar apenas dois cartuchos de impressora.
26099,"O prazo de entrega era de 20 dias, já passaram 22 dias e nem sinal da entrega. Absurdo, principalmente pois o frete foi caro."
26101,"Péssimo  Revoltada 
Falta de compromisso, comprei dia 12/07 e só hoje fui avisada que não tem o produto. Mais o cartão vou ter que pagar pra depois esperar o reembolso"
26113,"Infelizmente não tenho como avaliar pois não sei se o atraso na entrega foi culpa do vendedor ou dos correios, acho que as lojas tem que procurar outra alternativa além dos correios."
26114,Péssima qualidade das tesouras.
26120,"O produto é bom. É maior q eu imaginava, mas os documentos não cabem. Quem tem CNH tem q tirar o plástico pra guardar na carteira, pois não cabe com o plástico. Identidade não cabe. No geral é boa"
26125,"O produto veio direitinho, porém embalado em jornal, sem manual e sem embalagem."
26127,Tudo como combinado
26140,Poderiam não cobrar o frete!Se vcs não entregam!
26147,"Recebi apenas uma luminária, quando comprei três. E não recebi a churrasqueira. No momento, não recomendaria a loja. Espero que haja uma solução, então avaliarei novamente."
26157,"Comprei duas unidades de um determinado produto, sendo que, chegou apenas uma"
26164,Péssimo Fui enganado. ficou faltando um produto e me entregaram como se tivesse o pedido completo. Compro na lannister..com há muitos anos e nunca tive este tipo de problema antes
26165,"mas fiquei super chateada, pq fiz um pedido com vcs e depois de 15 dias foi que chegou um email. avisando q não tinham o produto. por esse motivo não indico, fiquei super chateada!"
26172,Falta quantia Eu comprei duas bonecas lol é só veio uma
26183,a encomenda era para o Natal e não chegou a tempo.Espero que chegue para o ano Novo.Sempre comprei e nunca ocorreu de não receber.Aguardando resposta urgente.
26185,"Não fiquei satisfeita; propaganda enganosa pois, disseram que era luminoso e na verdade NÃO É.E agora? Eu preciso que seja luminoso à noite lógico para aplicação de remédios tipo insulina,Vainia Lúcia"
26198,Já paguei e ainda n recebi
26201,"Chegou até antes do dia , gostei do produto e recomendo,espero que dure na mão da minha filha kkk"
26217,"Após 45 dias da compra, o produto não foi entregue e não consigo informações sobre o motivo do atraso nem previsão de data para uma nova entrega. Já fiz 5 contatos sem sucesso para obter maiores detal"
